"filename", "language", "TypeScript", "JSON with Comments", "JSON", "JavaScript", "Markdown", "YAML", "vue", "HTML", "XML", "CSS", "comment", "blank", "total"
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/core/pipes/validation.pipe.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 38
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/core/repositories/base.repository.ts", "TypeScript", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 76
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/core/repositories/types/query.types.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/auth.module.ts", "TypeScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 40
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/controllers/auth.controller.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 46
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/controllers/index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/cqrs/index.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/cqrs/login/command/login-user.command.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/cqrs/login/handler/login-user.handler.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 47
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/cqrs/register/command/register-user.command.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/cqrs/register/handler/register-user.handler.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 44
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/cqrs/verify-account/command/verify-account.command.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/cqrs/verify-account/handler/verify-account.handler.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/dto/index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/dto/login.dto.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/dto/register.dto.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/profiles/auth.profile.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 21
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/serializer/constants.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/serializer/session.d.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/serializer/session.serializer.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 27
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/strategies/index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/auth/strategies/local.strategy.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/controllers/index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/controllers/otp.controller.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/cqrs/generate-otp/command/generate-otp.command.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/cqrs/generate-otp/handler/generate-otp.handler.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 41
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/cqrs/index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/cqrs/verify-otp/command/verify-otp.command.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/cqrs/verify-otp/handler/verify-otp.handler.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/dto/index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/dto/otp.dto.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/dto/send-otp.dto.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/otp.module.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/repositories/index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/repositories/otp.repository.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/schemas/index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/otp/schemas/otp.schema.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/routes.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/controllers/follow.controller.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 59
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/controllers/friend.controller.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 50
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/controllers/index.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/controllers/photo.controller.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/controllers/post.controller.ts", "TypeScript", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 93
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/controllers/user.controller.ts", "TypeScript", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 52
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/account/command/accept-friend-request.command.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/account/command/reject-friend-request.command.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/account/command/send-friend-request.command.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/account/command/update-email.command.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/account/command/update-profile.command.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/account/handler/accept-friend-request.handler.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 41
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/account/handler/reject-friend-request.handler.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/account/handler/send-friend-request.handler.ts", "TypeScript", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 51
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/account/handler/update-email.handler.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/account/handler/update-profile.handler.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/all-handlers.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 33
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/follow/command/fetch-followers.command.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/follow/command/follow.command.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/follow/command/unfollow.command.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/follow/handler/fetch-followers.handler.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 40
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/follow/handler/follow.handler.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/follow/handler/unfollow.handler.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/index.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/photo/command/upload-photo.command.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/photo/handler/upload-photo.handler.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/tweets/command/create-tweet.command.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/tweets/command/delete-tweet.command.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/tweets/command/fetch-tweets.command.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/tweets/command/like-tweet.command.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/tweets/command/unlike-tweet.command.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/tweets/handler/create-tweet.handler.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 42
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/tweets/handler/delete-tweet.handler.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 40
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/tweets/handler/fetch-tweets.handler.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 47
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/tweets/handler/like-tweet.handler.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/cqrs/tweets/handler/unlike-tweet.handler.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/dto/create-post.dto.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/dto/delete-post.dto.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/dto/index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/dto/update-email.dto.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/dto/update-profile.dto.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/enum/friend-request.status.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/pipes/index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/pipes/photo.pipe.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/pipes/tweet.pipe.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/repositories/friend-request.repository.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/repositories/index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/repositories/notification.repository.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/repositories/post.repository.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/repositories/user.repository.ts", "TypeScript", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 83
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/schemas/friend-request.schema.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/schemas/index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/schemas/notification.schema.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 39
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/schemas/post.schema.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 39
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/schemas/user.schema.ts", "TypeScript", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26, 176
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/user.module.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 57
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/validators/file-type.validator.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/validators/interfaces/index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/features/user/validators/interfaces/upload-validator-options.interface.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/main.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/bull/bull.module.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/bull/bull.service.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/cloudinary/cloudinary.module.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/cloudinary/constants.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/cloudinary/services/cloudinary-config.service.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/cloudinary/services/cloudinary.service.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/email/email.module.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/email/services/email-config.service.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 37
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/email/services/email.service.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 46
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/email/services/index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/email/types/index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/email/types/registered-user.job.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/email/types/update-email.job.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/throttler/throttler-config.service.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/throttler/throttler.module.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/websocket/constants.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/websocket/gateways/fr-notification.gateway.ts", "TypeScript", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 64
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/modules/websocket/websocket.module.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/canson/Documents/GitHub/nexus/v2/backend/src/setup-app.ts", "TypeScript", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 59
